"","logFC","AveExpr","t","P.Value","adj.P.Val","B","genes","comparison"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TRIM56",-0.796326399373774,5.56104680392836,-3.21151209036227,0.00195510347834311,0.00674756823448821,-1.93612334100333,"TRIM56","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.LRRC7",2.3558542507723,3.0481380519098,3.1278423025849,0.00252056081953778,0.0083556747465372,-1.93673015881879,"LRRC7","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TSPAN13",-1.50225122584946,3.5048727056213,-3.19877298472106,0.00203367541205622,0.00698417264637208,-1.93828588682291,"TSPAN13","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.MARF1",0.491340082617389,5.76225862111374,3.20990568753824,0.00196470450163056,0.00677778679224583,-1.94007416807336,"MARF1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.IRF1",-1.66669908135202,4.95577337642462,-3.17273085286886,0.00220120825095644,0.00744003749817481,-1.94141006762103,"IRF1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PPP1R37",-0.908464175640049,2.98260757446966,-3.17102519173415,0.00221099501290231,0.00746541523762021,-1.94170584125207,"PPP1R37","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PPP2R5D",0.723257413827865,3.62118774902697,3.16353268167684,0.00226165825444744,0.00760588699618958,-1.94221263068922,"PPP2R5D","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CINP",-0.703575542680031,3.36953288625247,-3.1783200369995,0.0021626895543674,0.00733147644746233,-1.94244935951747,"CINP","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.RABIF",-0.873027702692023,3.49807244027203,-3.17424853199751,0.00218952740405325,0.00740680035988316,-1.94311552691809,"RABIF","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.NAP1L2",-1.16175682102611,1.79172889154342,-3.1577667153244,0.00230138352073182,0.00772167131914162,-1.94328672461497,"NAP1L2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TXLNA",-0.643386865136122,4.72867139817918,-3.19084316574063,0.00208205787546743,0.00712078654617236,-1.94435506722827,"TXLNA","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CLDND2",-1.60011902588257,1.4968464281981,-3.10620206510147,0.00268677787717121,0.0088065693018745,-1.94571230746731,"CLDND2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.C3orf52",-1.97592682211596,0.589022219985091,-3.00992405674347,0.00357197965487205,0.0112350283790622,-1.9463708043475,"C3orf52","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ZNF382",0.946779808921814,3.97072378863251,3.186688734638,0.00210848955979929,0.00718265836025084,-1.94726918563293,"ZNF382","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PIGO",-0.594557168457826,2.83483259123713,-3.15587019454428,0.00231459167989388,0.00775949443188503,-1.94905649225667,"PIGO","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CSRNP1",-1.68127720123682,4.43567860475754,-3.17941308692774,0.00215754957805295,0.00731869292149181,-1.95022158625213,"CSRNP1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.DCBLD2",-0.852766581099778,5.4240783567344,-3.21602064002985,0.00192839135653711,0.00666973055340568,-1.95467262384614,"DCBLD2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PRPF18",0.782618728310106,5.98141207014477,3.21292967627134,0.00194666747933202,0.00672112714986223,-1.95707028838344,"PRPF18","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.FBXO38",0.698279373662777,5.84842776647577,3.2048273022403,0.00199534785009034,0.00686725081968858,-1.95713296132079,"FBXO38","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.LDHC",-2.45442062267969,0.503818379895448,-3.03776430111186,0.00329269064849294,0.0104882170050704,-1.95760988801229,"LDHC","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CSNK1G3",0.517600182006727,6.72402685852066,3.22302424065362,0.00188757381386786,0.00654974228187208,-1.96073995919274,"CSNK1G3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SNAP29",-0.657606869028208,4.35578365667381,-3.18470793840046,0.00212120218866408,0.00722136291695914,-1.9618726364093,"SNAP29","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ST3GAL4",-1.027023794036,3.98063823822567,-3.16358951599002,0.00226126989746656,0.00760588699618958,-1.96231583729143,"ST3GAL4","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ARHGAP44",1.18385692571919,5.30445452795082,3.20754267292711,0.00197939850973186,0.00682407422594145,-1.96269051142915,"ARHGAP44","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.F10",-3.00649295002852,1.65812194239012,-3.11918872037451,0.00258677695602303,0.00852545819674445,-1.96315846203844,"F10","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.LGALS9",-1.60282598877902,2.59083222264058,-3.05073044726393,0.0031680321865206,0.0101556866295058,-1.96543162032767,"LGALS9","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TMEM86A",-1.21038115303749,0.756996211497545,-3.03876470547205,0.00328184932101294,0.0104599164170122,-1.96597987071485,"TMEM86A","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.OGFOD2",-0.857688062740057,2.35768710186452,-3.1473496457272,0.00237481096940603,0.00793814471182449,-1.96797907057225,"OGFOD2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.LRRC40",0.598567069964075,4.82490678891908,3.17445028517954,0.00218819022077396,0.00740383855712505,-1.97100019516239,"LRRC40","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SNX25",0.762580600897016,6.45359804822808,3.20639160575857,0.00198586135567652,0.00683900460003008,-1.97479238383655,"SNX25","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.RALGAPA2",0.976323375524037,7.189903348895,3.21412781187703,0.00193956402005477,0.00669970444833907,-1.97620612478792,"RALGAPA2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TSBP1",2.25290078687951,-0.213681795700657,2.96648778635426,0.00405412673308477,0.0125062674639765,-1.97770782546382,"TSBP1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CARNMT1",0.690024605123094,4.98544711995751,3.18147498503169,0.00214210522768744,0.00727861941560407,-1.97803503449462,"CARNMT1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.FAM89B",-1.63189438393387,2.5239748964195,-3.12960310551088,0.002505934812789,0.00831578368042829,-1.97851335956048,"FAM89B","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SLC7A6",0.683387831219173,5.34428779599947,3.18494070005774,0.0021197046290032,0.00721779678130643,-1.97919259544911,"SLC7A6","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SLC9A2",1.57665326018517,1.83776246443118,3.12094017945424,0.00257156883134199,0.00848514229072621,-1.9795586493063,"SLC9A2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.INO80-AS1",2.51520367237866,0.410530166008232,3.00876050350268,0.00358525677121125,0.0112745780581737,-1.97979424595982,"INO80-AS1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.MVB12B",1.27644340186192,6.15638841350365,3.1905260259852,0.00208466002457624,0.00712569852390317,-1.97986047947198,"MVB12B","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ANAPC16",-0.613602732795953,6.6873409303514,-3.22840689156741,0.00185675504016469,0.00646097577221984,-1.98015559999894,"ANAPC16","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.NEMF",0.529895501470582,7.35256630652081,3.227374727194,0.00186262798284872,0.00647860064821681,-1.98020833394955,"NEMF","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CMAS",-0.843170294528319,4.65579080871128,-3.19684077369181,0.00204444589088594,0.00701665379799458,-1.98285851400624,"CMAS","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PPIL1",-0.875247381518757,2.82524777404015,-3.14662305615809,0.00238001331809007,0.00795387655668443,-1.98459900979341,"PPIL1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ZNF177",0.862857790362326,3.28866723948325,3.15143093372904,0.00234578598791125,0.00784603038042141,-1.98470200406151,"ZNF177","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.EVI2B",2.44435614587487,2.94476717817161,3.06212308168618,0.00306572354499916,0.00989098254168105,-1.98478522802296,"EVI2B","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.MIA3",-0.591732493591243,6.39498977796762,-3.21914100284692,0.00191010454015346,0.00661218575760441,-1.98484191188986,"MIA3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.BCAP29",-0.596901671904065,6.16261739246911,-3.21286979894467,0.00194702311624018,0.00672112714986223,-1.98579851184089,"BCAP29","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.DUSP2",-3.40852159751154,2.1536301927909,-3.03289895316752,0.00334180378392804,0.0106151414313008,-1.98744699693967,"DUSP2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.IGBP1",-0.757684408843925,5.09488083574612,-3.19005560309772,0.00208704463439422,0.00713080993745514,-1.98886633172169,"IGBP1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.LINC02649",2.21454300636265,3.41423715392809,3.00318576476849,0.00364311668975093,0.0114140559181882,-1.98914635173411,"LINC02649","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PNPLA7",1.1375596033448,3.90818998081527,3.15783303240898,0.0023009229379909,0.00772167131914162,-1.98920414361093,"PNPLA7","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.LIMS2",-1.54192003732097,2.40240991095096,-3.04333481012851,0.00323793754470354,0.0103528792547758,-1.99116782583102,"LIMS2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.LDLRAD4",1.12685401844771,9.01456721528606,3.24038770288415,0.00179053958041105,0.00627549689480604,-1.99408788030718,"LDLRAD4","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CNGA4",-1.83212673826051,0.116613566876813,-2.99155552678343,0.00376898685856953,0.0117418436747743,-1.99460821183563,"CNGA4","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.LIFR-AS1",-1.09673830651027,1.67063725210268,-3.12225835250245,0.0025607523279909,0.0084557022516611,-1.99516464058903,"LIFR-AS1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.LRRTM1",1.74653497250496,0.355721264529944,3.02902027054619,0.0033773329431606,0.0107131459142424,-1.99616554586562,"LRRTM1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.VSIG10",1.08271002146082,4.13868770720865,3.15402171632164,0.00232753338600313,0.00779636183055935,-1.99750616147285,"VSIG10","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.BIVM",0.860268087619564,4.75309522227083,3.1797132451704,0.00215357691904188,0.00730830863893222,-1.9997129910238,"BIVM","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.LYRM9",-0.626268180494319,3.37210649205393,-3.16336427140631,0.00226280939198475,0.00760816289908834,-2.00093188815181,"LYRM9","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TIMP2",-2.03255167903022,5.74271128080635,-3.18939790085988,0.00209328139728961,0.0071475510005814,-2.00170709110338,"TIMP2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.EGFL7",-2.46175232377659,3.44565756925737,-3.10569007633107,0.00269331476064908,0.00882438858657609,-2.00422501518123,"EGFL7","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.HSPA13",-1.0581833197552,4.9084899943152,-3.19671494606423,0.00204522840254369,0.0070178376379965,-2.00464822263311,"HSPA13","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.DDX24",-0.959006647077791,7.76013189560192,-3.23592014677918,0.00181452800222253,0.00633955548731156,-2.00478072456281,"DDX24","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ZNF343",0.807600460100302,3.74216736586928,3.14628644689725,0.00238242703152103,0.00795862627192965,-2.00563847861856,"ZNF343","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SET",-1.35645778601503,5.60844142142947,-3.19421430381393,0.00206169439122141,0.0070622500312706,-2.00627910328914,"SET","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.LINC00685",1.20939267631102,3.16202719687364,3.12529145604063,0.00253757434777972,0.00839992102986403,-2.00632897854515,"LINC00685","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TTC21B-AS1",2.01621657046282,0.686439338574215,3.02268192127146,0.00344108607490849,0.0108873818246957,-2.00697620555943,"TTC21B-AS1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.KRBA1",0.732182863090073,2.69741876136059,3.12654097356004,0.00252808300154435,0.00837714776420834,-2.00776813945586,"KRBA1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.NKTR",0.62802326116204,8.1807947032042,3.22801925723532,0.00185895861413206,0.00646724040204988,-2.00777266755513,"NKTR","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ALG13",0.617076863630329,7.64110586392691,3.2203915422982,0.00190282148958543,0.00659124212742356,-2.00998618307427,"ALG13","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.EIF2B5",-0.727968708943834,4.48816042019924,-3.17512400992064,0.00218373042727823,0.00739186757971469,-2.01055132742135,"EIF2B5","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.LIPI",2.52718353113952,-0.200507016480067,2.96176527393451,0.0041100315686009,0.0126495272111344,-2.01322393961211,"LIPI","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.GNAI2",-1.26661384924391,5.80304869797157,-3.1823320684954,0.002137159263978,0.00726951437448126,-2.0139062557449,"GNAI2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SNRK",0.724008563269143,6.86193245438985,3.1909507035651,0.00208137782381459,0.00712054981619847,-2.0139484358552,"SNRK","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.MIR497HG",-1.721725441293,0.319973400922131,-2.98007210475766,0.00389721862607185,0.0120873317201586,-2.01440987420099,"MIR497HG","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ZNF530",-0.814371390871316,1.64741112838009,-3.1007738435859,0.00273067099081968,0.00892672265608765,-2.01573447101268,"ZNF530","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SMYD2",1.05822195117592,5.64223903278521,3.19289578536002,0.00206911326980985,0.00708312457229678,-2.0158996037188,"SMYD2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ANKEF1",-1.14410794428492,1.43110794405533,-3.12351872351593,0.00255109710305303,0.00843423940193042,-2.01622048620338,"ANKEF1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TMEM260",0.752248583371273,5.80677790079704,3.18626631668239,0.00211119461744101,0.00719034599161581,-2.01827519490182,"TMEM260","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.MSI2",0.772434457638378,8.96539787870414,3.2482933857892,0.00174693614384584,0.00613205556467489,-2.02006960580043,"MSI2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.HSD11B1L",-0.983963317125239,2.51533437624939,-3.1432909828988,0.00240400743694423,0.00802069300472469,-2.0208247011626,"HSD11B1L","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.DCAF6",0.553714595836281,7.14558997104694,3.20897780294677,0.00197027031142643,0.00679552586121657,-2.02341126231016,"DCAF6","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PIP4P1",-0.859864799785093,4.29778475324258,-3.16671595847056,0.00224000224381388,0.00754413187448278,-2.02445462485572,"PIP4P1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ZNF793-AS1",-1.00118050720194,0.883908418678562,-3.08598214577679,0.00285370361923181,0.00928009085381049,-2.02452968823451,"ZNF793-AS1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.IDH3A",-0.58685526711164,4.85798073110611,-3.18108775489278,0.00214462179142752,0.00728254166650741,-2.0260467683105,"IDH3A","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TMEM30B",-1.95784492083734,-0.565369859242663,-2.94567907817088,0.00430585933348565,0.0131763732093957,-2.02640733369324,"TMEM30B","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CAPN10",0.699023600358015,3.49433984044463,3.1328304219231,0.00248080932930122,0.00824605596338506,-2.02660582707225,"CAPN10","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PHIP",0.558622562665366,8.15924902074263,3.22497209316231,0.00187636630324876,0.0065164925880259,-2.02960454429875,"PHIP","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PLK3",-1.22666516645959,3.56514331900019,-3.08278476745079,0.0028809684096627,0.0093608126730491,-2.02996212921117,"PLK3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.POLR3D",-0.770213429225097,4.10374350426662,-3.15201104039371,0.00234168743456605,0.00783559004288968,-2.03481809601885,"POLR3D","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PPM1D",0.722999461817985,6.16489484581093,3.17943655629832,0.00215538381056323,0.00731289307252235,-2.0362134587736,"PPM1D","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PRKAR1B",1.02332478050012,4.71411661862006,3.15342967603056,0.00233169269781806,0.00780866307947505,-2.03705705918898,"PRKAR1B","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.BRSK2",1.07227182382625,2.5852829748815,3.12600939816512,0.0025321167968243,0.00838358571169862,-2.03972586226976,"BRSK2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.USP18",-1.9539866726008,1.38491524564286,-3.01423986652064,0.00352711780310339,0.0111113563791342,-2.03989115400339,"USP18","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PHF2",0.692368440145113,5.1612207590946,3.16001434398775,0.00228582130759445,0.00767705357649243,-2.04003613119251,"PHF2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.HEPACAM2",-2.29012687950262,-0.669127412684196,-2.99301094610239,0.00375388190062135,0.0117061555361006,-2.04011914358944,"HEPACAM2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PTP4A2",-1.35315134239413,5.28322561863285,-3.17101671160799,0.002211948370482,0.00746689706709962,-2.04045262192209,"PTP4A2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TMEM250",-0.892490465439101,2.09288564233317,-3.09876588554474,0.00274707753012372,0.00897121348566976,-2.04186563717972,"TMEM250","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.C21orf62",1.62692323337222,1.14514411413723,3.04736194617908,0.00319969620855066,0.010244904730033,-2.04242473539322,"C21orf62","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.NBDY",-0.565601236480811,6.62717078475668,-3.2021811065215,0.00201149199096744,0.00691539304418774,-2.0432532048382,"NBDY","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.NOA1",-0.792788787888158,3.37504723606647,-3.13271480268839,0.00248167086837616,0.00824721039929898,-2.04750667429084,"NOA1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.EIF3H",-0.757221170347382,7.00088073982722,-3.20437843096528,0.00199807779068474,0.00687517090903279,-2.04803308747644,"EIF3H","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PSMA1",-0.802502205512084,6.66081537051041,-3.19388878694638,0.00206287809011619,0.00706479581663109,-2.04837906207795,"PSMA1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TAC4",2.30154614275082,0.833359983310428,2.98463253089813,0.00384669527475103,0.0119537490440723,-2.05296977526246,"TAC4","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.OSBPL6",1.10666003228313,5.85105805087678,3.1892201260327,0.00209267746108246,0.00714701046014491,-2.05466959819776,"OSBPL6","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.HNRNPR",-0.517718576375704,6.663588340219,-3.19048345672768,0.00208433412788761,0.00712569852390317,-2.05600064212982,"HNRNPR","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.FDPS",-0.656080616491016,5.27735445176904,-3.17181962392479,0.0022056858539789,0.00745360086938763,-2.05652599267513,"FDPS","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.MT-ND4L",-2.85753962174189,6.91608042685844,-3.2053543080515,0.00199414636177099,0.00686458882809254,-2.06055533280597,"MT-ND4L","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.UBALD2",-1.47514283446855,3.56159326583824,-3.10187564642677,0.00272235946692518,0.00890318130720758,-2.06063246951348,"UBALD2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ESR2",1.21520057535352,3.15751854109219,3.093639215448,0.00278938397334173,0.00909455990332479,-2.06074195492485,"ESR2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SAMD9L",-2.20913766055565,4.47373194159977,-3.06822713128133,0.00301080524669212,0.00973534164242906,-2.06180601449845,"SAMD9L","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PRRG2",-1.44230464420921,0.806118871722101,-3.02481591454462,0.00341932219148536,0.0108313429403599,-2.06181519850544,"PRRG2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
