"","logFC","AveExpr","t","P.Value","adj.P.Val","B","genes","comparison"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.LINC01886",-0.230427660040091,0.537468617139478,-0.290842659753268,0.771987569335745,0.840964079568951,-6.38646597907474,"LINC01886","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.HEATR6",-0.159081880014504,4.29730826997274,-0.794325981609934,0.429545877749911,0.548841362918505,-6.38710182881666,"HEATR6","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TTC23L",0.0810732328929893,1.3696044456884,0.125165009498429,0.900732872845007,0.934166697794116,-6.38725728132401,"TTC23L","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.MYLK",0.0735682684950514,3.51308756136255,0.134726560185315,0.893194121941171,0.929413308745377,-6.3872901685032,"MYLK","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ZNF800",-0.160170277029659,6.45215978992978,-0.922047956466786,0.359500207510499,0.478716732651394,-6.38756869812193,"ZNF800","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ANKRA2",-0.164555071505579,4.71036594264458,-0.841460488378371,0.402801213196715,0.522494812135953,-6.38779244234475,"ANKRA2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TAP1",-0.24791137630409,3.86293275675018,-0.592928807460865,0.55503666492346,0.663215469530804,-6.3878204907371,"TAP1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CHST1",0.382959822577844,2.18134493622152,0.447653318599315,0.655714875078763,0.748852907685768,-6.38819496961255,"CHST1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.RPGR",-0.335112767596837,5.13667158946667,-0.765844306232134,0.446207182218435,0.56428566380849,-6.38845915814706,"RPGR","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PACC1",-0.173072475237963,3.87674357554262,-0.686804477420174,0.494352741566815,0.609738465680888,-6.38846143425511,"PACC1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.HYMAI",-0.063254082431671,2.5445847469477,-0.0684216309034891,0.945635074774219,0.965540265219529,-6.38846601291283,"HYMAI","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.DTX2",0.228362013058259,3.5251654830981,0.591581283805325,0.555934082052713,0.663892092923411,-6.38923062253443,"DTX2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CEP131",-0.131952926530271,2.77820297533814,-0.594546801958281,0.553960076277208,0.662570788525159,-6.38936537167094,"CEP131","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.WBP2NL",0.421364026942323,3.34700655578756,0.531218289348738,0.596862981877499,0.69999915929443,-6.38942885006839,"WBP2NL","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.RRH",0.0122186621214677,1.11447214590877,0.0359065439669586,0.971453567192865,0.982562150831666,-6.38953897809005,"RRH","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ERI1",-0.157035170865883,4.53095570546846,-0.760672581052406,0.449269828914942,0.567085590755379,-6.38965221250174,"ERI1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SH3RF3",-0.776902105884154,6.49214800956429,-0.870490708793464,0.386855421956779,0.506191340241725,-6.39012683108104,"SH3RF3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.EMC1-AS1",-0.204834606282013,3.9448911706889,-0.665287352936207,0.507935131152956,0.621662365188577,-6.39035987144382,"EMC1-AS1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.KCNIP4",0.845381029335481,7.32848325132388,1.02862525642149,0.307015826633006,0.424585653836351,-6.39036224943527,"KCNIP4","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.VCL",0.426332118800657,6.86505476529701,0.913179713986423,0.364122123757257,0.483266353924106,-6.39062628989092,"VCL","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ULK3",-0.215625703456961,3.76226300474294,-0.704425137978219,0.483379228880195,0.599152644932418,-6.39071983000139,"ULK3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.C3orf18",-0.158998270909988,1.76727552574116,-0.358809388082239,0.720759452119219,0.801521293377343,-6.39085596155759,"C3orf18","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SMC6",0.31516859149242,6.76125713270178,0.97364858296538,0.333403273731901,0.452149645198058,-6.39088849907893,"SMC6","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SPAG6",0.307855742720029,2.79330255322935,0.685435256236587,0.495212828329189,0.610517590955764,-6.39120429337602,"SPAG6","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.DEPTOR",0.537878799370882,6.37713305389149,0.968036004685142,0.336188633567721,0.454773389436497,-6.39128201671542,"DEPTOR","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.KCTD7",0.147109996650903,4.81129525170929,0.811496581833763,0.41968327404957,0.539117368779095,-6.39163515147578,"KCTD7","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TMEM156",-0.105366694388974,2.57261338540614,-0.21293307878292,0.831964703812573,0.885111105787466,-6.39198576964634,"TMEM156","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.DHX8",-0.134545547774797,5.08269829850198,-0.832150739809911,0.408001461235082,0.527321092375554,-6.3920852478536,"DHX8","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.BZW2",-0.37240039288082,5.45302375105056,-0.889038784568585,0.376866701671824,0.496075850411417,-6.39234312873012,"BZW2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CRYBG1",0.12673314538971,3.39205195349403,0.217585205908306,0.828351815604495,0.882555398835109,-6.39268690994606,"CRYBG1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.EGR1",-0.652142361650261,6.28773422828839,-0.860727319656085,0.392176403116603,0.511859143325528,-6.39310467942073,"EGR1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.FAM216A",0.183887468234421,3.24370010080388,0.653696981900018,0.515333378503264,0.628563135366377,-6.39373870130958,"FAM216A","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.MELK",0.0420159509120293,1.49870941531153,0.0679948147133725,0.945973376291437,0.965723807063149,-6.39401374299746,"MELK","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SLFN5",0.148076237693719,4.33303502071193,0.242198811106057,0.809296915062734,0.867944870526804,-6.39416916187037,"SLFN5","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SLC9A6",0.13933882352784,4.17436615396181,0.754578889260165,0.452896550487571,0.570272032403208,-6.3948159686016,"SLC9A6","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.RASSF5",-0.187405008646965,3.78269070284785,-0.433752896761945,0.665729889351928,0.757017581212863,-6.39488457231173,"RASSF5","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ZNF563",-0.123795489085554,2.08977374135362,-0.248118271980935,0.804730172685564,0.864642677057938,-6.39493703535826,"ZNF563","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CDH12",0.9025366259333,3.73424650002205,0.68790314055829,0.493670582602785,0.609037600291036,-6.3951910288753,"CDH12","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.NAALADL2",0.303339014557346,7.12925878217396,0.94630566653613,0.347072746002341,0.466154652071481,-6.39533531741266,"NAALADL2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.YAF2",0.177689606369592,6.74317182160785,0.932891029250835,0.353910326528179,0.473040571452532,-6.39534260590434,"YAF2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PRR36",-0.233709033181475,1.33596427166758,-0.577647697745538,0.565255636419265,0.672420256407965,-6.39588489677494,"PRR36","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.FKBP9",-0.184149899641119,4.29214896762848,-0.77505429750767,0.440777380053419,0.559448213144724,-6.39599495426985,"FKBP9","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.GOLPH3L",0.140602478413506,5.12049598175362,0.855630524841105,0.39496432843772,0.514660212827767,-6.39602922373347,"GOLPH3L","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PPFIA3",0.193341354229634,3.80875570907747,0.80482169059998,0.423501022312533,0.542891007581201,-6.39640521459927,"PPFIA3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PCDHGA5",-0.186207578299808,1.7258498871278,-0.406498313250314,0.685549807723692,0.772978614754821,-6.39650304660108,"PCDHGA5","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.LINC01619",-0.515053445074937,5.68143627326332,-0.788026798588366,0.433205260185183,0.552286685837468,-6.39658265886314,"LINC01619","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.LANCL3",-0.0779263024056424,1.39815185835873,-0.0865221675569696,0.931285689820489,0.955901433173824,-6.39662770447606,"LANCL3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ARHGAP4",0.243841535473122,4.31542847347836,0.594775802896469,0.553807786883661,0.662552022249883,-6.39691035177018,"ARHGAP4","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CCNK",0.187502301288551,5.46796118184423,0.83557350532103,0.40608484220952,0.525609172113837,-6.39763716957072,"CCNK","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.USP38",0.177685677908063,4.9752200781773,0.804618841629866,0.42361736690724,0.54299674955709,-6.39776232823918,"USP38","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CPEB4",0.344860383665438,8.01335412725542,1.02342722848422,0.309442861480863,0.427050002027192,-6.39776435466911,"CPEB4","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.RAB11FIP2",-0.17640581863411,5.84948460524213,-0.913259249272173,0.364072309733297,0.483266353924106,-6.39789708564482,"RAB11FIP2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SPRY1",-0.254037313635048,4.90117768951911,-0.549587168184603,0.584258348734525,0.689400779650111,-6.39790413752719,"SPRY1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CFAP69",0.261543333572355,3.52832925495795,0.679423929718005,0.498989167022335,0.61399301967741,-6.39825399804902,"CFAP69","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TAOK2",0.168052828937169,4.21600471753976,0.730472138761475,0.467408171571708,0.583914336786653,-6.39833811855163,"TAOK2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.LINC01829",0.300967240039451,2.73120659085312,0.528665482130039,0.598622698363361,0.701546955820215,-6.39847641705696,"LINC01829","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PDZK1",0.112737918630145,1.49694163689187,0.216320519476115,0.829333363288386,0.883399942453972,-6.39867371784299,"PDZK1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.MTHFD2L",0.185819132285353,5.71242616667751,0.892346277278511,0.375100130342475,0.494237256854471,-6.39886683826248,"MTHFD2L","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.POC1A",0.0420749984504096,1.63663455920837,0.128101123680534,0.898416463800057,0.932729366029604,-6.39923845385842,"POC1A","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.MAP3K14-AS1",-0.0851810601453296,1.2467189990125,-0.215495880300143,0.82997360763936,0.883813605957111,-6.39972127454858,"MAP3K14-AS1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PLCD3",-0.0846043582912348,1.54237441711023,-0.226988847610722,0.821058355232667,0.876784659668673,-6.39977888844155,"PLCD3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.BCAT1",0.475256207542303,4.63750389334421,0.583770975150346,0.561154692445653,0.668483915727801,-6.39990757815907,"BCAT1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ATP8B1",0.510327447956839,6.0270142908571,0.858871973785401,0.393192652826104,0.512976797041004,-6.4005541767908,"ATP8B1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.MGAM",0.354365103363812,2.67933767429989,0.618584571629376,0.538094733422805,0.648338490214468,-6.40061280118196,"MGAM","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ASIC4",-0.213635305678732,1.09447096098248,-0.466945879705341,0.641910625052025,0.738201821639493,-6.40064819852614,"ASIC4","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.FAM76A",0.159134282781654,4.24450863949253,0.689563906545196,0.492625337550002,0.607981928713116,-6.40071840268952,"FAM76A","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.GSN",-0.393377600388856,6.41604665305373,-0.74878293654516,0.456368000204686,0.573562415741929,-6.40072628373562,"GSN","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.DCHS2",0.619147850819573,2.67946394700729,0.52584510691683,0.60057264768048,0.703526705390369,-6.40078954005696,"DCHS2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.OSBPL5",-0.0408447542228984,3.73519265187319,-0.0504269132042599,0.95991844383826,0.975612927901015,-6.40088583549903,"OSBPL5","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.IGSF21",-0.0830535389464638,2.56546050425637,-0.0915086299283808,0.92733641859443,0.953160799463846,-6.4009171352318,"IGSF21","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TTYH2",-0.183195909104889,3.56939095243717,-0.478881572153254,0.633434990472934,0.731233741971131,-6.40098843547373,"TTYH2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.AGO1",0.154563577203202,4.5765558421167,0.750882993507825,0.455104393609869,0.572333118851649,-6.40138041557448,"AGO1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TPRN",0.105483273226524,1.72974962456317,0.24783491874939,0.804948580272153,0.864642677057938,-6.40156733955943,"TPRN","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.GALNT8",-0.192656473632919,2.25065568239377,-0.41248044477089,0.681179964669198,0.76984522822345,-6.40174473144971,"GALNT8","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.METTL14-DT",0.123674132564438,0.959528873981893,0.31497305087355,0.753668614691001,0.827650269483161,-6.4019414614287,"METTL14-DT","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.IQGAP2",0.0300637408437662,5.70689659237962,0.0406664730806929,0.967671622600575,0.980510328738186,-6.40199957699498,"IQGAP2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ABHD4",-0.153992683022382,2.4195397698672,-0.548123836961548,0.585256710726383,0.690274093736559,-6.40302073191425,"ABHD4","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.RABEPK",-0.207324150816342,4.46642244494312,-0.795814854266199,0.42868528163312,0.547916364905321,-6.40310280701589,"RABEPK","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.JAG1",0.181974563619616,4.95693934009037,0.319411188633016,0.750315801757863,0.825121011285834,-6.40373484995203,"JAG1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.OSBP",0.151491723430628,5.6447485630182,0.867311865684063,0.388575096742604,0.508027015697227,-6.40455003848817,"OSBP","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.GNPDA2",-0.154858694937387,4.63885824988874,-0.828766967905184,0.409901641234078,0.529393019980041,-6.40475526890586,"GNPDA2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PAX8-AS1",0.388441786019157,4.1183561764693,0.266953408570508,0.790249687350212,0.854124750831475,-6.40489899331194,"PAX8-AS1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.IFT122",-0.167368492410848,4.6100396156749,-0.745265717786926,0.4584718389469,0.575537364635272,-6.4050029671928,"IFT122","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ATG4A",0.162199642540921,4.38305164550205,0.778977433008747,0.438477156942243,0.557371590386452,-6.40544787124692,"ATG4A","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.MCMDC2",-0.094039264976604,1.6027136569225,-0.265254508771572,0.791550972041794,0.854932621025409,-6.4056711109642,"MCMDC2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.BICD2",-0.14619724281915,4.60514988388822,-0.706749781060163,0.48194166399646,0.59778657441417,-6.40572940955847,"BICD2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SPAG1",-0.273935017901282,4.49753687185679,-0.820619192100521,0.414499053632041,0.534256331817677,-6.40650591844118,"SPAG1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.LRRD1",-0.0550040531715907,1.24676253881568,-0.113021614137414,0.910319488611601,0.940884446629687,-6.40652452962318,"LRRD1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.CNNM3",-0.200344500825237,3.12474035170747,-0.662945588618965,0.509425304673999,0.622915754525892,-6.40690662396555,"CNNM3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ZKSCAN4",-0.147140533249718,2.33960383607506,-0.464115473336782,0.643927570430043,0.739831676664305,-6.40702324052205,"ZKSCAN4","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ZDHHC3",-0.162022650441463,5.00567324936143,-0.76216471325101,0.44838434010487,0.566279868225994,-6.40707247032968,"ZDHHC3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.SLC35E2B",-0.155900552242273,4.68380301006077,-0.729644332607447,0.467911117821728,0.584360575270586,-6.40754539549869,"SLC35E2B","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TCOF1",-0.138654360058064,4.3440805079911,-0.729468649296025,0.468017896235205,0.584448417022519,-6.40797262182645,"TCOF1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.BCORL1",-0.175230999485355,3.53131112863133,-0.643967591658745,0.521587542194129,0.633728863765867,-6.40822460043732,"BCORL1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PLAC8L1",0.142614147369353,1.85397120413232,0.430355442535965,0.668187964405212,0.759050544100213,-6.40823090746341,"PLAC8L1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.GPRASP1",-0.275877280201109,4.44772584581855,-0.835870844719471,0.4059186027664,0.52547603125091,-6.40827662376457,"GPRASP1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PRKCG",-0.228184666043983,1.81572753465243,-0.377161348871994,0.707135312373531,0.790426271246633,-6.40830652274549,"PRKCG","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.FRMD3",-0.361460138784463,5.92923969972198,-0.869005812406472,0.387657218265949,0.506967560308899,-6.40848509419456,"FRMD3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.RNF123",0.151764362227589,3.1663170122913,0.625167998267074,0.53378406522768,0.64439810599334,-6.40862075455003,"RNF123","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ACOT7",-0.289813866022016,4.37776342318143,-0.772525558608054,0.442263780269248,0.56070451203043,-6.40940517986757,"ACOT7","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.BUB1",0.112513359636462,1.57317147293462,0.211103367338756,0.833387339305932,0.885919410604397,-6.40978611049128,"BUB1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.ACKR3",0.0751163695201142,3.21521293591635,0.0909669011033176,0.927765380425687,0.953407358248462,-6.41013749839123,"ACKR3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TLCD4",0.230435367009196,2.84312085287838,0.68452806655985,0.495780260396215,0.611170162662144,-6.41050473427488,"TLCD4","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TAF5",-0.116045276852609,2.76284140954222,-0.495886751550927,0.62144400672899,0.721456236693395,-6.41093047944501,"TAF5","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.PPP1R12A-AS1",0.154139512581215,2.2999038939831,0.497111777453567,0.620584091720649,0.720895036625021,-6.41100185518598,"PPP1R12A-AS1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.DENND6B",0.146399269354125,2.90686329032629,0.588356839971806,0.558084409798355,0.665782133335821,-6.41114613711026,"DENND6B","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.IFI44",-0.269612013079604,4.92590320248886,-0.319918452235474,0.74993423577942,0.824896392641125,-6.41158469205775,"IFI44","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.HSF2",-0.148156727309597,4.69077145363167,-0.818302963686212,0.415811652922691,0.535473525740655,-6.41179960183315,"HSF2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TAF12",-0.212478064764897,3.97522856290936,-0.64068674318429,0.523705458537678,0.635435628992834,-6.41209083277338,"TAF12","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.POLR2A",-0.311159081728421,5.92057761702766,-0.825992667344443,0.411465237289778,0.531155785226454,-6.41241272656758,"POLR2A","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TMTC1",0.681874048087769,5.67930092662107,0.825307391035803,0.411857328321124,0.531533582651821,-6.41255310891674,"TMTC1","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.EML2",0.274924851357351,4.62502376808541,0.732527124066797,0.466160956658647,0.582673947696313,-6.41255849753578,"EML2","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
"assignmentsChromaffin_cells.Chrom_SOX2_statusLow.TGFBR3",0.235695379999866,4.17650266776272,0.352732208738004,0.725294792068177,0.805169092212184,-6.41267688748252,"TGFBR3","assignmentsChromaffin_cells.Chrom_SOX2_statusLow"
